"[13101112726A]등급별","등급별","[13101112726B]도매시장별","도매시장별","[Item]항목","항목","단위","2016. 04 월","2016. 03 월","2016. 02 월","2016. 01 월","2015. 12 월","2015. 11 월","2015. 10 월","2015. 09 월","2015. 08 월","2015. 07 월","2015. 06 월","2015. 05 월","2015. 04 월","2015. 03 월","2015. 02 월","2015. 01 월","2014. 12 월","2014. 11 월","2014. 10 월","2014. 09 월","2014. 08 월","2014. 07 월","2014. 06 월","2014. 05 월","2014. 04 월","2014. 03 월","2014. 02 월","2014. 01 월","2013. 12 월","2013. 11 월","2013. 10 월","2013. 09 월","2013. 08 월","2013. 07 월","2013. 06 월","2013. 05 월","2013. 04 월","2013. 03 월","2013. 02 월","2013. 01 월","2012. 12 월","2012. 11 월","2012. 10 월","2012. 09 월","2012. 08 월","2012. 07 월","2012. 06 월","2012. 05 월","2012. 04 월","2012. 03 월","2012. 02 월","2012. 01 월","2011. 12 월","2011. 11 월","2011. 10 월","2011. 09 월","2011. 08 월","2011. 07 월","2011. 06 월","2011. 05 월","2011. 04 월","2011. 03 월","2011. 02 월","2011. 01 월",
"13102112726A.005","1+D","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5135","","","",
"13102112726A.005","1+D","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0",
"13102112726A.005","1+D","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.005","1+D","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0",
"13102112726A.005","1+D","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.005","1+D","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0",
"13102112726A.005","1+D","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6880","","","","",
"13102112726A.005","1+D","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","0","0","",
"13102112726A.005","1+D","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5274","","","",
"13102112726A.005","1+D","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","0",
"13102112726A.005","1+D","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.005","1+D","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"13102112726A.005","1+D","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6699","","",
"13102112726A.006","1A","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28460","34472","34389","38854","45558","50175","39020","42236","42382","32336","24652","24542","25896","28456","25878","29338","28678","28946","25582","25030","26602","24704","19997","17992","18537","25118","26473","25364","20535","37524",
"13102112726A.006","1A","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4678","3864","3757","3082","3089","3235","3561","3765","3156","3740","4552","4752","5125","5028","4453","4629","4541","4892","6316","5750","4545","5342","6335","6609","7629","7310","6160","6758","6241","6215",
"13102112726A.006","1A","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1642","3642",
"13102112726A.006","1A","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7303","6822",
"13102112726A.006","1A","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.006","1A","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.006","1A","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3729","4218","3984","3802","4659","5123","4595","4731","5109","5139","4067","3239","3059","3522","2710","3006","3081","3121","2896","3265","2835","2702","2019","1986","2187","2277","2026","1841","1044","1460",
"13102112726A.006","1A","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5110","4356","4068","3475","3301","3310","3795","4261","3111","3650","4742","4884","5540","5272","4787","4840","4917","5185","6901","6280","4913","5982","7210","7278","8228","7911","6640","7437","7373","7758",
"13102112726A.006","1A","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.006","1A","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.006","1A","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4141","5147","4883","4823","5741","6129","5597","5713","4727","","2333","3384","3583","4111","4202","3729","3579","3921","4049","3576","3520","3000","2363","2150","2431","3056","3222","2872","681","3867",
"13102112726A.006","1A","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","4018","4035","3380","3387","3328","3945","4013","3398","","5016","5192","5369","5204","4631","4869","4709","5237","6768","5732","4804","5924","6501","6855","7849","7603","6395","6851","6133","6155",
"13102112726A.006","1A","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639","1089","1070","1497","1889","2103","1674","1903","2455","1551","924","1144","1140","1071","1155","1461","1668","1559","1491","1163","1411","1326","1095","1071","954","1627","1337","1533","1952","4228",
"13102112726A.006","1A","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4580","3685","3734","3061","2816","2957","3427","3452","2878","3620","4518","4515","4765","4798","4243","4455","4211","4774","6147","5666","4287","5098","5937","6201","7261","6972","5972","6587","5777","5842",
"13102112726A.006","1A","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1696","2031","1975","2132","2235","2340","2322","2701","2247","2182","2022","1951","1775","2127","2194","2046","1926","1676","1594","1745","1799","1530","1278","1059","1192","1323","1565","1131","508","518",
"13102112726A.006","1A","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5206","4266","4150","3481","3239","3415","3813","4173","3204","3738","4727","4936","5727","5362","4797","4764","4963","5326","7000","6025","5070","5955","7021","7455","8284","7982","6505","7493","7279","7237",
"13102112726A.006","1A","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","580","500","522","755","619","574","522","508","571","608","673","621","536","542","572","520","641","438","393","345","511","437","256","378","501","649","712","554","916",
"13102112726A.006","1A","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4418","3800","3738","3062","2984","3017","3507","3722","3016","3659","4255","4389","4842","4645","4165","4191","4196","4494","6101","5430","4359","5420","6082","6576","7349","6950","5750","6447","5987","5775",
"13102112726A.006","1A","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"13102112726A.006","1A","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.006","1A","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2364","3456","3544","4154","5046","6044","4409","4291","3061","2368","2984","3072","3780","4286","4619","6121","6064","5764","4880","5204","4550","3169","3991","3373","3591","6217","6668","6742","5197","9957",
"13102112726A.006","1A","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5642","4507","4300","3397","3740","4019","4197","4280","4087","4926","4966","5247","5745","5450","4669","4958","4687","5220","6157","5691","4799","5548","6320","6586","7700","7253","6346","6749","6267","6101",
"13102112726A.006","1A","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2371","2804","3003","3332","3180","3499","2919","3096","3040","2885","2185","2309","1861","1962","1672","2449","2394","2615","1881","1738","2151","2304","1453","1510","1820","1859","1796","1894","726","1493",
"13102112726A.006","1A","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4872","4030","3970","3436","3428","3336","3812","4132","3133","3638","4458","4574","5248","5136","4642","4769","4660","4917","6593","6165","4592","5461","7082","6890","8018","7602","6236","7115","6843","7140",
"13102112726A.006","1A","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1459","2337","2000","2975","2974","3741","2188","2933","2992","2317","1218","1337","1158","1737","1627","2092","1553","1711","1418","1359","1685","1607","1199","1203","1251","1465","1522","1726","1234","2790",
"13102112726A.006","1A","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4560","3680","3750","2982","2945","2999","3432","3538","2948","3541","4407","4475","4827","4865","4181","4510","4370","4770","6194","5436","4400","5021","6187","6490","7402","7071","6212","6701","5865","5952",
"13102112726A.006","1A","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","662","921","1802","3075","2697","1113","2117","1800","1164","542","730","698","832","855","867","1127","1632","1143","1056","1294","1012","1025","753","675","1187","1241","1413","1937","3155",
"13102112726A.006","1A","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4211","3809","3635","2761","2755","2884","3492","3351","2945","3506","4369","4385","4933","4769","4378","4517","4182","4365","6088","5453","4219","5254","5701","6279","7357","7229","6136","6577","5806","6063",
"13102112726A.006","1A","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3497","4301","4164","4399","4407","5184","4500","4525","5419","7095","3313","2743","2827","3342","2787","3325","2940","2356","2152","2111","2243","2135","1927","1833","1974","2504","3055","2855","4371","3673",
"13102112726A.006","1A","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4948","4111","3910","3386","3424","3288","3851","3870","3367","4406","4934","5179","5394","5175","4584","4778","4662","5300","6794","5654","4758","5927","6436","7000","7810","7554","6342","6765","6274","6268",
"13102112726A.006","1A","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2720","2980","4017","3855","5645","6630","4592","5030","4990","2213","1609","1592","2524","2281","1601","1724","1806","1568","1720","1786","2532","1863","956","594","547","907","776","310","15","364",
"13102112726A.006","1A","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4456","3660","3486","2885","2979","3188","3321","3706","3080","3323","4203","4644","4695","4838","4311","4512","4403","4572","6288","5849","4326","4921","6139","6435","7416","7220","5967","6715","6317","5962",
"13102112726A.006","1A","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","883","891","743","0","0","0","38","25","0","0","0","0","0","0","0","0","0","0","2","84","331","271","306","83","151","245","416","674","1461",
"13102112726A.006","1A","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4482","3695","3575","2988","","","","3171","3170","","","","","","","","","","","6714","4149","5170","6042","6455","7565","7222","5953","6676","6488","6577",
"13102112726A.006","1A","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4265","3984","3437","4818","5952","6066","4537","4636","6009","4851","2847","2368","2870","2649","1914","1946","2020","2382","1920","1632","2153","3214","1983","1898","1454","2044","2371","1919","","0",
"13102112726A.006","1A","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4757","4067","3980","3187","3178","3377","3721","4131","3128","3508","4406","4859","5231","5172","4784","4822","4777","4753","6536","6196","4756","5361","6676","6538","8139","7508","6363","7338","","",
"13102112726A.007","1B","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30943","37277","37206","38210","42808","46349","36522","41126","43026","34498","26129","24586","25202","26890","25029","28460","27434","27173","24502","25001","27093","24703","20704","18330","18411","22372","24476","24008","18851","33419",
"13102112726A.007","1B","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4532","3705","3631","2934","2956","3059","3373","3640","3065","3614","4353","4573","4932","4882","4278","4448","4363","4690","6102","5567","4408","5202","6117","6423","7456","7189","6001","6625","6101","6095",
"13102112726A.007","1B","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1459","3395",
"13102112726A.007","1B","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6914","6520",
"13102112726A.007","1B","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.007","1B","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.007","1B","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3522","4297","4197","3792","4025","4239","3952","4704","5196","4367","3494","3260","3134","3743","3303","3633","3729","2895","2960","3034","2919","2379","2017","2033","1960","2063","2198","1817","1159","1458",
"13102112726A.007","1B","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4899","4175","3937","3327","3099","3122","3587","4032","2957","3462","4528","4779","5392","5063","4607","4616","4715","4949","6529","6148","4740","5772","6996","7062","8052","7722","6398","7252","7249","7606",
"13102112726A.007","1B","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.007","1B","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.007","1B","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4433","5693","5077","4288","5213","5915","4863","5261","4443","","2634","3315","3464","3455","3499","3835","3362","3412","3552","3626","3686","3112","2386","2155","2514","2920","3285","3105","859","3623",
"13102112726A.007","1B","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4700","3828","3737","3057","3043","3036","3625","3755","3137","","4676","4828","4930","4894","4254","4534","4380","4908","6506","5434","4506","5627","6217","6652","7658","7391","6107","6523","5870","6000",
"13102112726A.007","1B","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","981","1303","1294","1577","1939","2110","1656","1759","2247","1582","1146","1238","1165","1207","1024","1210","1363","1256","1267","1060","1269","1330","1194","1109","1000","1306","1239","1591","1971","3717",
"13102112726A.007","1B","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4372","3445","3491","2900","2717","2775","3227","3348","2793","3456","4305","4312","4605","4704","4053","4292","4046","4588","5872","5454","4159","4952","5762","6080","7090","6883","5822","6532","5629","5719",
"13102112726A.007","1B","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1657","1971","1946","2094","2140","2274","2076","2257","2177","2359","1543","1561","1394","1625","1675","1783","1949","1666","1703","1723","1865","1566","1332","1040","1291","1219","1526","1397","658","680",
"13102112726A.007","1B","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4846","3953","3911","3164","2964","3188","3570","3948","3033","3369","4375","4644","5351","5194","4534","4516","4725","5048","6800","5911","4886","5813","6681","7161","8128","7688","6275","7164","7059","6901",
"13102112726A.007","1B","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356","345","300","332","394","381","352","414","383","483","315","258","249","375","285","328","321","471","390","359","352","391","301","266","342","493","521","551","435","808",
"13102112726A.007","1B","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4257","3682","3655","2990","2910","2894","3407","3613","2940","3564","4227","4330","4689","4675","4144","4126","4129","4416","5919","5211","4230","5301","6043","6476","7302","6878","5691","6367","5864","5611",
"13102112726A.007","1B","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"13102112726A.007","1B","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.007","1B","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3766","4774","5413","5495","5883","6358","5306","5667","4914","4413","4402","4271","4489","5163","4967","5942","5480","5179","4633","4974","4921","4202","4520","3633","3655","5247","5400","5638","4088","8535",
"13102112726A.007","1B","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5593","4469","4240","3249","3474","3678","3954","4174","4018","4823","4936","5144","5685","5385","4560","4845","4476","5017","5978","5518","4690","5521","6232","6556","7604","7223","6319","6660","6184","6034",
"13102112726A.007","1B","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820","3625","3204","3239","3102","3515","2902","3159","3371","3132","2445","2144","1875","1951","1663","2183","2031","1994","1604","1530","1941","1841","1186","1145","1460","1573","1727","1556","669","1517",
"13102112726A.007","1B","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4623","3798","3720","3077","3177","3073","3416","3807","2952","3350","4099","4220","4857","4805","4231","4426","4383","4645","6137","5829","4373","5092","6866","6528","7711","7317","5923","6877","6678","6757",
"13102112726A.007","1B","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1531","1898","1809","2300","2402","3129","1855","2304","2383","2151","1372","1343","1193","1443","1500","1804","1623","1724","1434","1390","1535","1566","1303","1220","1199","1326","1580","1722","1494","2925",
"13102112726A.007","1B","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4422","3493","3576","2847","2859","2889","3213","3422","2839","3357","4235","4295","4586","4677","4015","4334","4171","4552","5945","5339","4215","4919","5857","6186","7139","6932","6021","6556","5681","5847",
"13102112726A.007","1B","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957","829","934","1690","2679","2332","1105","2158","1853","1250","770","905","805","897","979","973","1058","1409","1072","998","1110","1081","1137","775","708","1027","917","1000","1286","2126",
"13102112726A.007","1B","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4048","3554","3427","2666","2688","2795","3272","3245","2825","3443","4091","4130","4643","4495","4125","4335","4082","4238","5837","5240","4062","5112","5507","6019","7154","7044","5964","6416","5665","5941",
"13102112726A.007","1B","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3626","4316","4680","4688","4238","4857","4146","4440","5718","7593","3522","2976","2952","3409","3229","3592","3280","3237","2521","3019","3208","3078","2637","2473","2380","2635","3144","3287","4283","3143",
"13102112726A.007","1B","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4835","3989","3799","3243","3264","3149","3713","3720","3228","4069","4628","4929","5099","4979","4391","4617","4530","5030","6634","5546","4555","5612","6228","6738","7673","7415","6113","6676","6176","5961",
"13102112726A.007","1B","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2384","3166","3874","3483","4906","5095","3401","4114","4131","2163","1477","1329","1950","1790","1327","1398","1195","1184","1226","1382","1875","1351","765","477","408","670","702","247","6","290",
"13102112726A.007","1B","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4339","3532","3382","2802","2918","3067","3174","3620","2953","3264","4052","4492","4560","4648","4153","4316","4221","4359","6075","5681","4194","4751","6022","6300","7310","7108","5774","6571","6245","5776",
"13102112726A.007","1B","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309","579","613","569","0","0","0","27","16","0","0","0","0","0","0","0","0","0","0","6","46","189","199","200","74","120","189","305","484","1202",
"13102112726A.007","1B","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4419","3640","3507","2923","","","","3078","3165","","","","","","","","","","","6003","4085","5189","5986","6403","7544","7108","5858","6587","6317","6483",
"13102112726A.007","1B","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4601","4481","3865","4663","5887","6144","4908","4862","6194","5005","3009","1986","2532","1832","1578","1779","2043","2746","2140","1900","2366","2617","1727","1804","1420","1773","2048","1792","","0",
"13102112726A.007","1B","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4487","3832","3819","3016","3029","3134","3434","3946","2977","3380","4166","4618","4943","4962","4456","4532","4481","4462","6338","5973","4607","5107","6380","6356","7889","7366","6092","7134","","",
"13102112726A.008","1C","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4824","6817","5663","4642","6165",
"13102112726A.008","1C","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6985","5655","6390","5829","5827",
